ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
2628	NEAMunken1	blood	ø / ńʃám ~ ǹʃǎmə̀mə̂n	ńʃám	n.⁵/n ʃ a.⁵/a m		4 3 7 4	ACYN	NSAM	34	34.N.C 34.S.C 34.A.V 34.M.c	2.0 1.5 1.3 0.8	n.⁵/nʃa.⁵/am	0	242	- - n.⁵/n ʃ a.⁵/a m
2629	TNTMunken2	blood	ǹʃām /ǹʃāmmɪ̀ ~ ǹʃāmmɪ̂	ǹʃām	n.¹/n ʃ a.³/a m		4 3 7 4	ACYN	NSAM	47	47.N.C 47.S.C 47.A.V 47.M.c	2.0 1.5 1.3 0.8	n.¹/nʃa.³/am	0	242	- - n.¹/n ʃ a.³/a m
2630	MCANgun3	blood	m̩̀fʲǎm / m̩̀fʲǎm	m̩̀fʲǎm	m.¹/m fʲ a.¹⁵/a m		4 3 7 4	ACYN	MBAM	26	26.M.C 26.B.C 26.A.V 26.M.c	2.0 1.5 1.3 0.8	m.¹/mfʲa.¹⁵/am	0	240	m.¹/m fʲ - a.¹⁵/a - m
2631	KBMNgun4	blood	fʲám / m̩̀fʲǎm	fʲám	fʲ a.⁵/a m		3 7 4	AXN	BAM	15	15.B.C 15.A.V 15.M.c	2.0 1.5 0.8	fʲa.⁵/am	0	240	- fʲ - a.⁵/a - m
2632	WCANgun1	blood	m̀fyǎːm ~ fìmfyǎm / ø ~ m̀fyǎm	m̀fyǎːm	m.¹/m f j aː.¹⁵/aː m		4 3 6 7 4	ACCYN	MBJAM	48	48.M.C 48.B.C 48.J.C 48.A.V 48.M.c	2.0 1.5 1.5 1.3 0.8	m.¹/mfjaː.¹⁵/aːm	0	240	m.¹/m f j aː.¹⁵/aː - m
2633	AOMNgun2	blood	m̀fyáːm / bɛmfyáːm ~bwɪ̀mfyàm	m̀fyáːm	m.¹/m f j aː.⁵/aː m		4 3 6 7 4	ACCYN	MBJAM	3	3.M.C 3.B.C 3.J.C 3.A.V 3.M.c	2.0 1.5 1.5 1.3 0.8	m.¹/mfjaː.⁵/aːm	0	240	m.¹/m f j aː.⁵/aː - m
2634	APBMumfu1	blood	m̀fɔ́m / m̄fɔ́mmə́	m̀fɔ́m	m.¹/m f ɔ.⁵/ɔ m		4 3 7 4	ACYN	MBUM	4	4.M.C 4.B.C 4.U.V 4.M.c	2.0 1.5 1.3 0.8	m.¹/mfɔ.⁵/ɔm	0	240	m.¹/m f - ɔ.⁵/ɔ - m
2635	DNMMumfu2	blood	m̀fɔ́ʔm / m̀fɔ́mmɛ́n	m̀fɔ́ʔm	m.¹/m f ɔ.⁵/ɔ ʔ m		4 3 7 1 4	ACYBC	MBUHM	9	9.M.C 9.B.C 9.U.V 9.H.C 9.M.C	2.0 1.5 1.3 1.75 1.5	m.¹/mfɔ.⁵/ɔʔm	0	240	m.¹/m f - ɔ.⁵/ɔ ʔ m
2636	BKBMashi2	blood	mʊ̀ŋgʊ́m / ø	mʊ̀ŋgʊ́m	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m		4 7 4 1 7 4	AXMBYN	MYNKYM	6	6.M.C 6.Y.V 6.N.c 6.K.C 6.Y.V 6.M.c	2.0 1.5 1.1 1.75 1.3 0.8	mʊ.¹/ʊŋgʊ.⁵/ʊm	0	242	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m
2637	KFKMashi1	blood	mʊ̀ŋgʊ́m / ø	mʊ̀ŋgʊ́m	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m		4 7 4 1 7 4	AXMBYN	MYNKYM	21	21.M.C 21.Y.V 21.N.c 21.K.C 21.Y.V 21.M.c	2.0 1.5 1.1 1.75 1.3 0.8	mʊ.¹/ʊŋgʊ.⁵/ʊm	0	242	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m
2638	ABSMissong1	blood	ŋ́fyɛ́ː / áŋfyɛ́ː	ŋ́fyɛ́ː	ŋ.⁵/ŋ f j ɛː.⁵/ɛː		4 3 6 7	ACCZ	NBJE	1	1.N.C 1.B.C 1.J.C 1.E.V	2.0 1.5 1.5 0.8	ŋ.⁵/ŋfjɛː.⁵/ɛː	0	238	ŋ.⁵/ŋ f j - ɛː.⁵/ɛː
2639	AGAMissong2	blood	àmfyɛ̌ / àmfyɛ̌mʊ̄	amfyɛ̌	a.³/a m f j ɛ.¹⁵/ɛ		7 4 3 6 7	XMBCZ	AMBJE	2	2.A.V 2.M.c 2.B.C 2.J.C 2.E.V	1.5 1.1 1.75 1.5 0.8	a.³/amfjɛ.¹⁵/ɛ	0	239	- a.³/a m f j ɛ.¹⁵/ɛ
15257	NCCMumfu4	blood	m̀fɔ́ʔm / m̀fɔ́ʔm	m̀fɔ́ʔm	m.¹/m f ɔ.⁵/ɔ ʔ m		4 3 7 1 4	ACYBC	MBUHM	31	31.M.C 31.B.C 31.U.V 31.H.C 31.M.C	2.0 1.5 1.3 1.75 1.5	m.¹/mfɔ.⁵/ɔʔm	0	240	m.¹/m f - ɔ.⁵/ɔ ʔ m
15258	MEAMumfu3	blood	m̀fɔ́m / m̀fɔ́m	m̀fɔ́m	m.¹/m f ɔ.⁵/ɔ m		4 3 7 4	ACYN	MBUM	27	27.M.C 27.B.C 27.U.V 27.M.c	2.0 1.5 1.3 0.8	m.¹/mfɔ.⁵/ɔm	0	240	m.¹/m f - ɔ.⁵/ɔ - m
15709	NMSMissong4	blood	áɱfʲéː / áɱfʲéː	áɱfʲéː	a.⁵/a ɱ fʲ eː.⁵/eː		7 4 3 7	XMBZ	AMBE	41	41.A.V 41.M.c 41.B.C 41.E.V	1.5 1.1 1.75 0.8	a.⁵/aɱfʲeː.⁵/eː	0	239	- a.⁵/a ɱ fʲ - eː.⁵/eː
15710	NDNMissong5	blood	fìɱfʲɛ̌ː / àɱfʲɛ̌ː	fìɱfʲɛ̌ː	f i.¹/i ɱ fʲ ɛː.¹⁵/ɛː		3 7 4 3 7	AXMBZ	BIMBE	33	33.B.C 33.I.V 33.M.c 33.B.C 33.E.V	2.0 1.5 1.1 1.75 0.8	fi.¹/iɱfʲɛː.¹⁵/ɛː	0	239	f i.¹/i ɱ fʲ - ɛː.¹⁵/ɛː
16159	BAAMashi4	blood	mʊ̀ŋgʊ́m / mʊ̀ŋgʊ́mmú	mʊ̀ŋgʊ́m	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m		4 7 4 1 7 4	AXMBYN	MYNKYM	5	5.M.C 5.Y.V 5.N.c 5.K.C 5.Y.V 5.M.c	2.0 1.5 1.1 1.75 1.3 0.8	mʊ.¹/ʊŋgʊ.⁵/ʊm	0	242	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m
16160	NCMMashi5	blood	mʊ̀ŋgʊ́m / mʊ̀ŋgʊ́m	mʊ̀ŋgʊ́m	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m		4 7 4 1 7 4	AXMBYN	MYNKYM	32	32.M.C 32.Y.V 32.N.c 32.K.C 32.Y.V 32.M.c	2.0 1.5 1.1 1.75 1.3 0.8	mʊ.¹/ʊŋgʊ.⁵/ʊm	0	242	m ʊ.¹/ʊ ŋ g ʊ.⁵/ʊ m
6830	NVBAbar7	book	kə̀ŋʷàtò / ɪ̀ŋŋʷàtòbî	kə̀ŋʷàtò	k ə.¹/ə ŋʷ a.¹/a t o.¹/o		1 7 4 7 1 7	AXBYBZ	KENATU	44	44.K.C 44.E.V 44.N.C 44.A.V 44.T.C 44.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋʷa.¹/ato.¹/o	0	265	k ə.¹/ə ŋʷ - - a.¹/a - - t o.¹/o
6831	ECLAbar8	book	kə̀mwàttò / bìmwàttò	kəmwàttò	k ə.³/ə m w a.¹/a t t o.¹/o		1 7 4 6 7 1 1 7	AXBCYMBZ	KEMWATTU	11	11.K.C 11.E.V 11.M.C 11.W.C 11.A.V 11.T.c 11.T.C 11.U.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	kə.³/əmwa.¹/atto.¹/o	0	265	k ə.³/ə m - w a.¹/a t - t o.¹/o
6832	NMAAbar1	book	kémwàtò / bìmwàtò	kémwàtò	k e.⁵/e m w a.¹/a t o.¹/o		1 7 4 6 7 1 7	AXBCYBZ	KEMWATU	39	39.K.C 39.E.V 39.M.C 39.W.C 39.A.V 39.T.C 39.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	ke.⁵/emwa.¹/ato.¹/o	0	265	k e.⁵/e m - w a.¹/a - - t o.¹/o
6833	NACAbar2	book	kə̀mwàtò / bìmwàtò	kəmwàtò	k ə.³/ə m w a.¹/a t o.¹/o		1 7 4 6 7 1 7	AXBCYBZ	KEMWATU	30	30.K.C 30.E.V 30.M.C 30.W.C 30.A.V 30.T.C 30.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.³/əmwa.¹/ato.¹/o	0	265	k ə.³/ə m - w a.¹/a - - t o.¹/o
6834	NEMAjumbu9	book	kə̀ŋʷàʔàlə̀ / bə̀ŋʷàʔàlə̀	kə̀ŋʷàʔàlə̀	k ə.¹/ə ŋʷ a.¹/a ʔ a.¹/a l ə.¹/ə		1 7 4 7 1 7 5 7	AXBYBYBZ	KENAHALE	35	35.K.C 35.E.V 35.N.C 35.A.V 35.H.C 35.A.V 35.L.C 35.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kə.¹/əŋʷa.¹/aʔa.¹/alə.¹/ə	0	276	k ə.¹/ə ŋʷ a.¹/a ʔ a.¹/a l ə.¹/ə
6835	NVIAjumbu1	book	kə̀ŋwàʔàlə̀/bə̀ŋwàʔàlə̀	kə̀ŋwàʔàlə̀	k ə.¹/ə ŋ w a.¹/a ʔ a.¹/a l ə.¹/ə		1 7 4 6 7 1 7 5 7	AXBCYBYBZ	KENWAHALE	45	45.K.C 45.E.V 45.N.C 45.W.C 45.A.V 45.H.C 45.A.V 45.L.C 45.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	kə.¹/əŋwa.¹/aʔa.¹/alə.¹/ə	0	265	k ə.¹/ə ŋ - w a.¹/a ʔ a.¹/a l ə.¹/ə
6836	KMNAjumbu2	book	kə̀ŋwàːlə̀~kə̀ŋwàʔàlə̀~kə̀ŋwàʔlə̀/bə̀ŋwàːlə̀~bə̀ŋwàʔlə̀	kə̀ŋwàːlə̀	k ə.¹/ə ŋ w aː.¹/aː l ə.¹/ə		1 7 4 6 7 5 7	AXBCYBZ	KENWALE	24	24.K.C 24.E.V 24.N.C 24.W.C 24.A.V 24.L.C 24.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwaː.¹/aːlə.¹/ə	0	265	k ə.¹/ə ŋ - w aː.¹/aː - - l ə.¹/ə
6837	KDCAjumbu10	book	ŋʷàʔlə̀ / bə̀ŋʷàʔàlə̀~bə̀ŋʷàʔlə̀	ŋʷàʔlə̀	ŋʷ a.¹/a ʔ l ə.¹/ə		4 7 1 5 7	AXBCZ	NAHLE	18	18.N.C 18.A.V 18.H.C 18.L.C 18.E.V	2.0 1.5 1.75 1.5 0.8	ŋʷa.¹/aʔlə.¹/ə	0	276	- - ŋʷ a.¹/a ʔ - l ə.¹/ə
6838	ENBBiya1	book	kə̀ŋ̀wàː / bìŋ̀wàː Biya ~kə̀ŋwɛ̀tə̀ / bìŋwɛ̀tə̀ Ngun	kə̀ŋ̀wàː	k ə.¹/ə ŋ.¹/ŋ w aː.¹/aː		1 7 4 6 7	AXBCZ	KENWA	12	12.K.C 12.E.V 12.N.C 12.W.C 12.A.V	2.0 1.5 1.75 1.5 0.8	kə.¹/əŋ.¹/ŋwaː.¹/aː	0	265	k ə.¹/ə ŋ.¹/ŋ - w - - - - aː.¹/aː
6839	ICNBiya2	book	kə̀ŋwàfílə̀ / bìŋwàfílə̀	kə̀ŋwàfílə̀	k ə.¹/ə ŋ w a.¹/a f i.⁵/i l ə.¹/ə		1 7 4 6 7 3 7 5 7	AXBCYBYBZ	KENWABILE	13	13.K.C 13.E.V 13.N.C 13.W.C 13.A.V 13.B.C 13.I.V 13.L.C 13.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	kə.¹/əŋwa.¹/afi.⁵/ilə.¹/ə	0	265	k ə.¹/ə ŋ - w a.¹/a f i.⁵/i l ə.¹/ə
6840	NNBBuu3	book	kə̀ŋʷàːtə̀ / bə̀ŋʷàːtə̀	kə̀ŋʷàːtə̀	k ə.¹/ə ŋʷ aː.¹/aː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENATE	42	42.K.C 42.E.V 42.N.C 42.A.V 42.T.C 42.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋʷaː.¹/aːtə.¹/ə	0	265	k ə.¹/ə ŋʷ - - aː.¹/aː - - t ə.¹/ə
6841	MNJBuu4	book	kə̀ŋʷàːtə̀ / bə̀ŋʷàːtə̀	kə̀ŋʷàːtə̀	k ə.¹/ə ŋʷ aː.¹/aː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENATE	28	28.K.C 28.E.V 28.N.C 28.A.V 28.T.C 28.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋʷaː.¹/aːtə.¹/ə	0	265	k ə.¹/ə ŋʷ - - aː.¹/aː - - t ə.¹/ə
6842	KEMBuu1	book	kə̀ŋwàtə̀ / bə̀ŋwàːtə̀	kə̀ŋwàtə̀	k ə.¹/ə ŋ w a.¹/a t ə.¹/ə		1 7 4 6 7 1 7	AXBCYBZ	KENWATE	20	20.K.C 20.E.V 20.N.C 20.W.C 20.A.V 20.T.C 20.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwa.¹/atə.¹/ə	0	265	k ə.¹/ə ŋ - w a.¹/a - - t ə.¹/ə
6843	KCYBuu2	book	kə̀ŋwàːtə̀ / bə̀ŋwàːtə̀	kə̀ŋwàːtə̀	k ə.¹/ə ŋ w aː.¹/aː t ə.¹/ə		1 7 4 6 7 1 7	AXBCYBZ	KENWATE	17	17.K.C 17.E.V 17.N.C 17.W.C 17.A.V 17.T.C 17.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwaː.¹/aːtə.¹/ə	0	265	k ə.¹/ə ŋ - w aː.¹/aː - - t ə.¹/ə
6844	KHKFang12	book	kə̀ŋɔ̀ːtə̀ / bə̀ŋɔ̀ːtə̀	kə̀ŋɔ̀ːtə̀	k ə.¹/ə ŋ ɔː.¹/ɔː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENUTE	22	22.K.C 22.E.V 22.N.C 22.U.V 22.T.C 22.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋɔː.¹/ɔːtə.¹/ə	0	265	k ə.¹/ə ŋ - - ɔː.¹/ɔː - - t ə.¹/ə
6845	DPNFang13	book	kə̀ŋɔ̀ːtə̀ / bə̀ŋɔ̀tə̀	kə̀ŋɔ̀ːtə̀	k ə.¹/ə ŋ ɔː.¹/ɔː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENUTE	10	10.K.C 10.E.V 10.N.C 10.U.V 10.T.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋɔː.¹/ɔːtə.¹/ə	0	265	k ə.¹/ə ŋ - - ɔː.¹/ɔː - - t ə.¹/ə
6846	KDVFang1	book	kə̀ŋwɑ̃̀ːtə̀ / bə̀ŋwɑ̃̀ːtə̀	kə̀ŋwɑ̃̀ːtə̀	k ə.¹/ə ŋ w ɑ̃ː.¹/ɑ̃ː t ə.¹/ə		1 7 4 6 7 1 7	AXBCYBZ	KENWATE	19	19.K.C 19.E.V 19.N.C 19.W.C 19.A.V 19.T.C 19.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwɑ̃ː.¹/ɑ̃ːtə.¹/ə	0	265	k ə.¹/ə ŋ - w ɑ̃ː.¹/ɑ̃ː - - t ə.¹/ə
6847	KJSFang2	book	kə̀ŋɒ̀ːᵏtə̀/bə̀ŋɒ̀ːᵏtə̀	kə̀ŋɒ̀ːᵏtə̀	k ə.¹/ə ŋ ɒː.¹/ɒː k t ə.¹/ə		1 7 4 7 1 1 7	AXBYMBZ	KENOKTE	23	23.K.C 23.E.V 23.N.C 23.O.V 23.K.c 23.T.C 23.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kə.¹/əŋɒː.¹/ɒːktə.¹/ə	0	265	k ə.¹/ə ŋ - - ɒː.¹/ɒː k - t ə.¹/ə
6848	JGYKoshin3	book	kə̀ɲɔ̀ːtə̀ / bə̀ɲɔ̀ːtə̀	kə̀ɲɔ̀ːtə̀	k ə.¹/ə ɲ ɔː.¹/ɔː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENUTE	14	14.K.C 14.E.V 14.N.C 14.U.V 14.T.C 14.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əɲɔː.¹/ɔːtə.¹/ə	0	265	k ə.¹/ə ɲ - - ɔː.¹/ɔː - - t ə.¹/ə
6849	TELKoshin4	book	kə̀ŋòːtə̀ / bə̀ŋòːtə̀	kə̀ŋòːtə̀	k ə.¹/ə ŋ oː.¹/oː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENUTE	46	46.K.C 46.E.V 46.N.C 46.U.V 46.T.C 46.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋoː.¹/oːtə.¹/ə	0	265	k ə.¹/ə ŋ - - oː.¹/oː - - t ə.¹/ə
6850	MRYKoshin2	book	kə̀ŋɒ̀ːtə̀ /  bə̄ʃə̄n	kə̀ŋɒ̀ːtə̀	k ə.¹/ə ŋ ɒː.¹/ɒː t ə.¹/ə		1 7 4 7 1 7	AXBYBZ	KENOTE	29	29.K.C 29.E.V 29.N.C 29.O.V 29.T.C 29.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əŋɒː.¹/ɒːtə.¹/ə	0	265	k ə.¹/ə ŋ - - ɒː.¹/ɒː - - t ə.¹/ə
6851	KCSKung3	book	kə̀mʷàʔlə̀`/ ʊ̀mʷàʔlə̀	kəmʷàʔlə̀`	k ə.³/ə mʷ a.¹/a ʔ l ə.¹/ə		1 7 4 7 1 5 7	AXBYBCZ	KEMAHLE	16	16.K.C 16.E.V 16.M.C 16.A.V 16.H.C 16.L.C 16.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	kə.³/əmʷa.¹/aʔlə.¹/ə	0	276	k ə.³/ə mʷ a.¹/a ʔ - l ə.¹/ə
6852	NJSKung4	book	kə̀ŋʷàʔlə̀`/ ʊ̀ŋʷàʔlə̀	kə̀ŋʷàʔlə̀`	k ə.¹/ə ŋʷ a.¹/a ʔ l ə.¹/ə		1 7 4 7 1 5 7	AXBYBCZ	KENAHLE	38	38.K.C 38.E.V 38.N.C 38.A.V 38.H.C 38.L.C 38.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	kə.¹/əŋʷa.¹/aʔlə.¹/ə	0	276	k ə.¹/ə ŋʷ a.¹/a ʔ - l ə.¹/ə
6853	ZKGKung1	book	mbèʔè / sə̀mbèʔè	mbèʔè	m b e.¹/e ʔ e.¹/e		4 1 7 1 7	ACYBZ	MPEHE	49	49.M.C 49.P.C 49.E.V 49.H.C 49.E.V	2.0 1.5 1.3 1.75 0.8	mbe.¹/eʔe.¹/e	0	309	m b e.¹/e ʔ e.¹/e
6854	NMNMundabli3	book	mʷàtə̀ / mʷàtə̀	mʷàtə̀	mʷ a.¹/a t ə.¹/ə		4 7 1 7	AXBZ	MATE	40	40.M.C 40.A.V 40.T.C 40.E.V	2.0 1.5 1.75 0.8	mʷa.¹/atə.¹/ə	0	297	mʷ - a.¹/a t ə.¹/ə
6855	CENMundabli2	book	ŋ̀ŋʷàʔtə̀~ŋ̀ŋʷàʔàtə̀ / ŋ̀ŋʷàtə̀	ŋ̀ŋʷàʔtə̀	ŋ.¹/ŋ ŋʷ a.¹/a ʔ t ə.¹/ə		4 4 7 1 1 7	ACYMBZ	NNAHTE	8	8.N.C 8.N.C 8.A.V 8.H.c 8.T.C 8.E.V	2.0 1.5 1.3 1.1 1.75 0.8	ŋ.¹/ŋŋʷa.¹/aʔtə.¹/ə	0	265	- - ŋ.¹/ŋ - ŋʷ a.¹/a ʔ - t ə.¹/ə
6856	LFNMundabli1	book	ŋwàːtè / ŋwàːtèbó	ŋwàːtè	ŋ w aː.¹/aː t e.¹/e		4 6 7 1 7	ACXBZ	NWATE	25	25.N.C 25.W.C 25.A.V 25.T.C 25.E.V	2.0 1.5 1.5 1.75 0.8	ŋwaː.¹/aːte.¹/e	0	265	- - ŋ - w aː.¹/aː - - t e.¹/e
6857	NINMundabli4	book	mwàtə̀ / mwàtə̀bó	mwàtə̀	m w a.¹/a t ə.¹/ə		4 6 7 1 7	ACXBZ	MWATE	37	37.M.C 37.W.C 37.A.V 37.T.C 37.E.V	2.0 1.5 1.5 1.75 0.8	mwa.¹/atə.¹/ə	0	297	m w a.¹/a t ə.¹/ə
6858	NGTMunken3	book	àŋ̀wàtə̀ / bìŋ̀wàtə̀	àŋ̀wàtə̀	a.¹/a ŋ.¹/ŋ w a.¹/a t ə.¹/ə		7 4 6 7 1 7	XBCYBZ	ANWATE	36	36.A.V 36.N.C 36.W.C 36.A.V 36.T.C 36.E.V	1.5 1.75 1.5 1.3 1.75 0.8	a.¹/aŋ.¹/ŋwa.¹/atə.¹/ə	0	265	- a.¹/a ŋ.¹/ŋ - w a.¹/a - - t ə.¹/ə
6859	NUNMunken4	book	àŋwàtə̀ / bìŋwàtə̀	àŋwàtə̀	a.¹/a ŋ w a.¹/a t ə.¹/ə		7 4 6 7 1 7	XBCYBZ	ANWATE	43	43.A.V 43.N.C 43.W.C 43.A.V 43.T.C 43.E.V	1.5 1.75 1.5 1.3 1.75 0.8	a.¹/aŋwa.¹/atə.¹/ə	0	265	- a.¹/a ŋ - w a.¹/a - - t ə.¹/ə
6860	NEAMunken1	book	àŋwàtə̀ / bìŋwàtə̀	àŋwàtə̀	a.¹/a ŋ w a.¹/a t ə.¹/ə		7 4 6 7 1 7	XBCYBZ	ANWATE	34	34.A.V 34.N.C 34.W.C 34.A.V 34.T.C 34.E.V	1.5 1.75 1.5 1.3 1.75 0.8	a.¹/aŋwa.¹/atə.¹/ə	0	265	- a.¹/a ŋ - w a.¹/a - - t ə.¹/ə
6861	TNTMunken2	book	ànwàtɛ̀ / bìnwàtɛ̀	ànwàtɛ̀	a.¹/a n w a.¹/a t ɛ.¹/ɛ		7 4 6 7 1 7	XBCYBZ	ANWATE	47	47.A.V 47.N.C 47.W.C 47.A.V 47.T.C 47.E.V	1.5 1.75 1.5 1.3 1.75 0.8	a.¹/anwa.¹/atɛ.¹/ɛ	0	265	- a.¹/a n - w a.¹/a - - t ɛ.¹/ɛ
6862	MCANgun3	book	kə̀nə̂bʷə̀nə́~kə̀ŋwɛ̀tɛ̀ / bìnə́bìbʷə̀nə́ bìŋwɛ̀tɛ̀~ɪ̀ŋwɛ̀tɛ́	kə̀nə̂bʷə̀nə́	k ə.¹/ə n ə.⁵¹/ə bʷ ə.¹/ə n ə.⁵/ə		1 7 4 7 1 7 4 7	AXBYBYBZ	KENEPENE	26	26.K.C 26.E.V 26.N.C 26.E.V 26.P.C 26.E.V 26.N.C 26.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kə.¹/ənə.⁵¹/əbʷə.¹/ənə.⁵/ə	0	286	k ə.¹/ə n ə.⁵¹/ə bʷ ə.¹/ə n ə.⁵/ə
6863	KBMNgun4	book	kə̀ŋwàtə̀ / bìŋwàtə̀	kə̀ŋwàtə̀	k ə.¹/ə ŋ w a.¹/a t ə.¹/ə		1 7 4 6 7 1 7	AXBCYBZ	KENWATE	15	15.K.C 15.E.V 15.N.C 15.W.C 15.A.V 15.T.C 15.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwa.¹/atə.¹/ə	0	265	k ə.¹/ə ŋ - w a.¹/a - - t ə.¹/ə
6864	WCANgun1	book	kə̀ŋwàtə̀ / bìŋwàtə̀	kə̀ŋwàtə̀	k ə.¹/ə ŋ w a.¹/a t ə.¹/ə		1 7 4 6 7 1 7	AXBCYBZ	KENWATE	48	48.K.C 48.E.V 48.N.C 48.W.C 48.A.V 48.T.C 48.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwa.¹/atə.¹/ə	0	265	k ə.¹/ə ŋ - w a.¹/a - - t ə.¹/ə
6865	AOMNgun2	book	kə̀ŋwàtø̀ ~kə̀ŋwàːtə̀ / bìŋwàtø̀ ~bìŋwàːtə̀	kə̀ŋwàtø̀	k ə.¹/ə ŋ w a.¹/a t ø.¹/ø		1 7 4 6 7 1 7	AXBCYBZ	KENWATU	3	3.K.C 3.E.V 3.N.C 3.W.C 3.A.V 3.T.C 3.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əŋwa.¹/atø.¹/ø	0	265	k ə.¹/ə ŋ - w a.¹/a - - t ø.¹/ø
6866	APBMumfu1	book	ŋwàʔtə̄ / ŋwâʔtə̀bə̌	ŋwàʔtə̄	ŋ w a.¹/a ʔ t ə.³/ə		4 6 7 1 1 7	ACXMBZ	NWAHTE	4	4.N.C 4.W.C 4.A.V 4.H.c 4.T.C 4.E.V	2.0 1.5 1.5 1.1 1.75 0.8	ŋwa.¹/aʔtə.³/ə	0	265	- - ŋ - w a.¹/a ʔ - t ə.³/ə
6867	DNMMumfu2	book	ŋwàʔàtà / ŋwàʔàtàbə́	ŋwàʔàtà	ŋ w a.¹/a ʔ a.¹/a t a.¹/a		4 6 7 1 7 1 7	ACXBYBZ	NWAHATA	9	9.N.C 9.W.C 9.A.V 9.H.C 9.A.V 9.T.C 9.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	ŋwa.¹/aʔa.¹/ata.¹/a	0	265	- - ŋ - w a.¹/a ʔ a.¹/a t a.¹/a
6868	BKBMashi2	book	àŋwàktì / bìŋwàktì	àŋwàktì	a.¹/a ŋ w a.¹/a k t i.¹/i		7 4 6 7 1 1 7	XBCYMBZ	ANWAKTI	6	6.A.V 6.N.C 6.W.C 6.A.V 6.K.c 6.T.C 6.I.V	1.5 1.75 1.5 1.3 1.1 1.75 0.8	a.¹/aŋwa.¹/akti.¹/i	0	265	- a.¹/a ŋ - w a.¹/a k - t i.¹/i
6869	KFKMashi1	book	àŋgwàktì / bìŋwàktì	àŋgwàktì	a.¹/a ŋ g w a.¹/a k t i.¹/i		7 4 1 6 7 1 1 7	XMBCYMBZ	ANKWAKTI	21	21.A.V 21.N.c 21.K.C 21.W.C 21.A.V 21.K.c 21.T.C 21.I.V	1.5 1.1 1.75 1.5 1.3 1.1 1.75 0.8	a.¹/aŋgwa.¹/akti.¹/i	0	265	- a.¹/a ŋ g w a.¹/a k - t i.¹/i
6870	ABSMissong1	book	kìŋwàːtè / bìŋwàːtè	kìŋwàːtè	k i.¹/i ŋ w aː.¹/aː t e.¹/e		1 7 4 6 7 1 7	AXBCYBZ	KINWATE	1	1.K.C 1.I.V 1.N.C 1.W.C 1.A.V 1.T.C 1.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	ki.¹/iŋwaː.¹/aːte.¹/e	0	265	k i.¹/i ŋ - w aː.¹/aː - - t e.¹/e
