	a11londo	a121mbonge	a122bakundu	a141lefo	a151nkongho	a15ambuu	a15bmiengenwmanenguba	a15cakossi	a15celungcentralmanenguba	a15cmkaa	a15manenguba	a22bakweri	a24duala	a27malimba	a31bubi	a32cbatanga	a33ayasa	a34benga	a41barombikang	a42abo	a43abasaa	a44tunen	a45nyokon	a462yambeta	a46nomaande	a51bafiamaja	a53bafiarikpa	a54tibea	a601tuki	a61ngoroasom	a61ngorobisoo	a61ngorolunda	a621nubaca	a622nugunu	a62anuasue	a62anukalonge	a62bmmala	a62clibie	a63mangisa	a71eton	a72aewondo	a74abulu	a75afangbitam	a75afangmedouneu	a75afangminvoul	a803shiwa	a81kwasio	a832bekol	a83mekaa	a841badwe	a84njem	a85bbekwilmakokou	a85bbekwilmv	a86cmpiemo	a87bomwali	a91kwakum	a93kako	aghemgrassfields	b11ampongwe	b11borungu	b11cgalwa	b11ddyumba	b11fenenga	b201ndasa	b202sigu	b203samaye	b204ndambomoli	b204ndambomomassoukou	b204ndambomombadi	b21seki	b22akele	b22bkoya	b22bngom	b22emwesa	b23mbangwe	b24wumbvu	b251shake	b252mahongwe	b25kota	b301viya	b302himba	b304pinzi	b305vove	b31tsogo	b32kande	b404ngubi	b41shira	b42sangumb	b42sangumi	b43punu	b44lumbu	b501wanzie	b501wanzimo	b503vili	b51duma	b51dumala	b52nzebi	b53tsaangipoungi	b601lempini	b602kaninginord	b602kaningisud	b62mbaama	b63ndumu	b701atsitsege	b71aibtekeibalicongo	b71aletekeleconi	b71atekedj	b71atekeos	b77bfumu	b78wuumu	b81tiene	b82buma	b84mbunda	b85dnsongo	b85emput	b85yanzi	b861ngul	b862lwel	b863pindi	b864ngong	b865nzadi	b86dinga	b86dzing	bamungrassfields	bilejarawan	bwazzajarawan	c101baboledz	c101baboleep	c101babolema	c104aka	c105mbenga	c141bonyala	c142mondongo	c15bongili	c21ngare	c22akwa	c24koyo	c25abunji	c25bolee	c25condinga	c25eeboyi	c25mboshi	c302bolondo	c322zamba	c323mpama	c32bobangi	c34sakata	c36dlingala	c36gmonyongo	c36gmosange	c37ebudza	c401babati1919	c401pakabete	c412libobi	c41ngombe	c42ebwela	c43abaati	c44bwa	c52soko	c52soko1919	c54turumba1919	c55lokele	c61ekonda	c61mongo	c71tetela	c76ombo	c81dengese	c83bushong	c85wongo	d11mbole	d12lengola	d13metoko	d14enya	d201liko	d20bvamba1919	d211kango	d21baali	d23kibirakumu1919	d24songola	d25lega	d28holoholo	d304homa1919	d305nyangali	d308bodo2	d308ebodo	d311bila	d313mbuttu1919	d32bira	d32birabunia	d331bvanuma	d333ndaaka	d334mbo	d33nyali	d43nyanga	d55buyu	dugurijarawan	e46sonjo	e51kikuyu	e52embu	e52mbeere	e531muthambi	e531mwimbi	e53igoji	e53imenti	e53meru	e53meruimenti	e53merutig	e53miutini	e53tigania	e541chuka	e54tharaka	e55kamba	e55kambakitu	e55kambamach	e56daiso	e621bmachame	e621csiha	e621dkibosho	e622akimochi	e622clema	e622cmamba	e622cvunjo	e623akiseri	e623dkeni	e623mkuu	e64kahe	e65gweno	e701elwana	e71aupperpokomo	e72agiryama	e73digo	e74adawida	e74atuveta	f12bende	f21ntuzu	f21sukuma	f22nyamwezi	f23sumbwa	f24kimbu	f25bungu	f31nyiramba	f32nyaturucha	f32nyaturuwil	f33langi	fefegrassfields	g11gogo	g12kagulu	g22anorthpare	g22asu	g22bsouthpare	g23sambaa	g24bondei	g31zigua	g32doe	g32kwere	g33zaramo	g34nguungulu	g35luguru	g36kami	g37kutu	g39saghala	g401mwani	g412mwiini	g41bajuni	g42aamu	g42dunguja	g42swahili	g43kae	g44angazija	g44bndzwani	g44dmaore	g51pogoro	g52ndamba	g61sangu	g62hehe	g63bena	g64pangwa	g65kinga	g66wanji	h111hangala	h11beembe	h12civilicongo	h131kisundicongokimongo1988	h13kikunyi1989	h16akisikongo2013	h16akisolongodrc2012	h16bkindibu2013	h16cilinji	h16cimbala	h16cizobe	h16ckiyombedrc1982	h16cyombe	h16dciwoyodrc2012	h16flaadi	h16gkimpangu2012	h16gntandu	h16hkinkanu2012	h16kikongo	h16kimbatangidinga	h16kimbeko	h21akimbundu	h31yaka	h321soonde	h32suku	h41mbala	h42hunganna	jd53shi	jd62rundi	jd64shubi	jd65hangaza	jd66kiha	jd67kivinza	je11runyoro	je12rutooro	je13runyankore	je14rukiga	je15luganda	je16lusoga	je17gwere	je21runyambo	je22haya	je23zinza	je24kerebe	je25jita	je25kilegi	je25mkwaya	je31cbukusu	je31lumasaaba	je32luyia	je34samialugwe	je401ngoreme	je402ikizu	je403suba	je404shasi	je41maragoli	je42gusii	je43kuria	je43kuriamago	je43kuriatari	je44zanaki	je45nata	k11ciokwe	k14lwena	k15mbunda	k21lozi	k31luyana	k332rumanyo	k33kwangali	komgrassfields	kulungjarawan	l11pende	l12bholu	l13kwese	l221lwalwa	l23songe	l31alubakasai	l32kanyok	l33lubashaba	l34hemba	l35sanga	l41kaonde	l51salampasu	l52lunda	l53runda	l62nkoya	m11pimbwe	m12lungwa	m13fipa	m14rungu	m15mambwe	m21ndali	m21wanda	m22namwanga	m23nyiha	m24malila	m25safwa	m28lambya	m31nyakyusa	m41taabwa	m42bemba	m52lala	m54lamba	m61lenje	m62soli	m64tonga	mbulajarawan	moghamograssfields	mungakagrassfields	n11manda	n12ngoni	n13matengo	n14mpoto	n21tumbukamalawi	n31chewa	n42kunda	njengrassfields	okugrassfields	p11ndengeleko	p12rufiji	p13matumbi	p14ngindo	p15mbunga	p21yao	p22mwera	p23simakonde	p25mabia	p31emakhua	p31gikorovere	r11umbundu	r21kwanyama	r22ndonga	r31herero	s11shona	s16kalanga	s21venda	s311shekgalagari	s31tswana	s41xhosa	s42zulu	s44ndebele	s51tshwa	s53tsonga	tivtivoid	zaambojarawan
r̃	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r̥	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
s	9	10	8	5	3	7	9	9	8	11	5	10	11	1	9	0	3	0	18	15	15	10	12	6	4	5	8	5	5	1	10	5	7	4	7	11	3	3	11	9	11	14	13	12	12	2	5	5	15	8	10	9	10	7	12	0	8	4	3	3	3	3	3	17	8	3	0	3	13	12	0	12	14	14	9	15	13	2	3	7	1	3	7	9	3	7	11	10	9	11	8	8	3	10	8	2	5	4	8	5	5	7	6	6	4	3	2	2	5	8	14	10	10	17	8	8	8	6	19	14	9	9	11	5	8	9	11	10	14	20	13	12	3	8	10	11	7	10	12	13	8	13	2	8	15	12	14	16	0	11	17	12	14	4	14	4	17	11	12	12	15	21	13	17	13	14	18	0	16	14	4	15	20	15	14	10	22	13	15	16	24	15	11	11	10	17	0	20	17	3	8	6	5	16	11	16	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	6	3	4	5	14	8	16	10	5	10	4	13	11	8	7	0	10	11	7	6	8	10	24	7	4	6	14	8	8	8	4	4	10	14	6	13	4	11	10	6	15	11	6	5	7	14	6	6	5	9	13	6	7	7	7	10	8	4	4	4	6	7	9	11	5	7	9	12	14	14	13	10	10	12	16	13	7	14	8	16	12	12	7	16	14	14	17	17	13	4	12	15	8	13	16	4	6	4	8	6	8	8	7	2	3	10	10	14	6	1	6	10	13	15	13	19	14	9	18	13	9	11	10	7	12	9	9	10	7	9	8	10	6	11	15	0	12	10	10	9	13	12	27	12	7	20	11	14	21	14	18	16	10	11	12	14	14	15	13	9	14	13	11	13	12	15	10	12	25	22	23	23	6	11	9	2	9	10	6	7	3	13	10	13	6	6	7	7	7	0	8	18	0	4	6	3	0	11	8	8	3	5	12	4	3	8	7	11	9	10	7	9	10
sʲ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sʷ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s̪	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t	8	9	6	9	10	9	8	9	8	12	10	7	9	9	20	14	13	12	13	14	5	8	11	20	17	7	10	10	25	5	10	11	21	4	4	18	22	24	8	8	9	17	5	8	5	4	3	5	4	6	4	10	10	3	10	19	25	13	7	4	6	6	6	10	13	12	13	7	11	12	7	7	8	7	7	8	10	12	9	20	18	14	20	23	16	8	6	5	7	6	6	14	17	13	15	16	13	12	14	17	18	15	17	17	10	10	13	12	5	11	19	14	13	9	12	17	12	11	15	17	18	12	13	33	8	9	22	16	21	23	15	9	15	14	6	6	7	7	6	6	8	5	14	16	16	18	12	17	17	15	13	16	15	15	8	8	16	15	16	14	10	17	17	17	19	18	16	15	20	16	13	19	13	11	10	10	8	8	10	6	13	15	11	16	13	7	7	6	7	10	11	12	12	13	17	16	12	17	18	16	20	19	20	21	6	25	25	21	21	20	28	18	24	22	20	5	7	4	5	5	5	4	18	6	13	4	9	9	3	2	5	3	14	11	12	11	11	14	13	11	14	17	17	16	21	15	9	22	20	18	16	14	14	13	9	15	13	11	8	20	10	12	9	0	13	16	17	15	0	0	0	14	13	9	9	9	9	8	10	21	18	13	18	14	17	21	25	20	20	16	19	17	22	22	21	26	20	23	22	24	11	22	10	14	3	18	5	12	10	11	12	12	13	13	11	11	16	10	13	13	11	11	12	9	7	10	0	3	2	8	14	12	14	11	10	15	12	10	11	9	11	11	16	12	25	13	21	10	16	8	13	15	3	9	14	8	8	10	13	21	10	16	14	14	16	12	12	11	16	11	9	12	11	13	12	14	10	10	13	9	7	9	8	15	10	6	24	28	7	8	10	9	13	17	13	26	19	11	12	11	10	10	10	12	8	12	23	0	15	10	12	16	9	11	11	11	6	14	11	13	16	12	12	9
ts	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	2	2	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	3	4	2	0	0	0	0	2	0	0	0	0	4	3	0	0	0	10	7	10	5	7	1	9	4	7	7	4	7	6	3	4	6	7	6	4	0	4	0	0	5	0	10	5	1	0	12	11	2	2	14	6	6	1	7	2	4	14	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	6	6	7	0	0	0	0	0	0	5	0	0	2	0	2	7	0	0	3	2	0	2	0	7	0	1	1	5	1	0	1	1	0	5	10	3	0	1	0	2	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	2	3	3	12	1	1	0	1	2	1	0
tsʰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tsʼ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tɬ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
tɬʰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0
